"1604.00519","Naduvath Sudev","Johan Kok and Naduvath Sudev","A Note on the Tattoo Index of Graphs","9 pages, submitted to Southeast Asian Bulletin of Mathematics. arXiv
  admin note: substantial text overlap with arXiv:1603.00303",,,,"math.GM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Consider a network $D$ of pipes which have to be cleaned using some cleaning
agents, called brushes, assigned to some vertices. The tattooing of a simple
connected directed graph $D$ is a particular type of the cleaning in which an
arc are coloured by the colour of the colour-brush transiting it and the tattoo
number of $D$ is a corresponding derivative of brush numbers in it. In this
paper, we introduce a new concept, called the tattoo index of a given graph
$G$, which is an efficiency index related to the tattooing sequence and we
establish some introductory results on this parameter.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:04:48 GMT""}]","2016-04-05"
"1604.00520","Rolando Magnanini","Michinori Ishiwata, Rolando Magnanini and Hidemitsu Wadade","A natural approach to the asymptotic mean value property for the
  $p$-Laplacian","19 pages, submitted",,,,"math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $1\le p\le\infty$. We show that a function $u\in C(\mathbb R^N)$ is a
viscosity solution to the normalized $p$-Laplace equation $\Delta_p^n u(x)=0$
if and only if the asymptotic formula $$ u(x)=\mu_p(\ve,u)(x)+o(\ve^2) $$ holds
as $\ve\to 0$ in the viscosity sense. Here, $\mu_p(\ve,u)(x)$ is the $p$-mean
value of $u$ on $B_\ve(x)$ characterized as a unique minimizer of $$
\inf_{\la\in\RR}\nr u-\la\nr_{L^p(B_\ve(x))}. $$ This kind of asymptotic mean
value property (AMVP) extends to the case $p=1$ previous (AMVP)'s obtained when
$\mu_p(\ve,u)(x)$ is replaced by other kinds of mean values. The natural
definition of $\mu_p(\ve,u)(x)$ makes sure that this is a monotonic and
continuous (in the appropriate topology) functional of $u$. These two
properties help to establish a fairly general proof of (AMVP), that can also be
extended to the (normalized) parabolic $p$-Laplace equation.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:09:02 GMT""}]","2016-04-05"
"1604.00521","Oleg Evnin","Oleg Evnin, Rongvoram Nivesvivat","Hidden symmetries of the Higgs oscillator and the conformal algebra","v2: 16 pages, expanded version accepted to J. Phys. A","J. Phys. A 50 (2017) 015202","10.1088/1751-8113/50/1/015202",,"nlin.SI gr-qc hep-th math-ph math.MP","http://creativecommons.org/licenses/by-nc-sa/4.0/","  We give a solution to the long-standing problem of constructing the
generators of hidden symmetries of the quantum Higgs oscillator, a particle on
a d-sphere moving in a central potential varying as the inverse cosine-squared
of the polar angle. This superintegrable system is known to possess a rich
algebraic structure, including a hidden SU(d) symmetry that can be deduced from
classical conserved quantities and degeneracies of the quantum spectrum. The
quantum generators of this SU(d) have not been constructed thus far, except at
d=2, and naive quantization of classical conserved quantities leads to deformed
Lie algebras with quadratic terms in the commutation relations. The nonlocal
generators we obtain here satisfy the standard su(d) Lie algebra, and their
construction relies on a recently discovered realization of the conformal
algebra, which contains a complete set of raising and lowering operators for
the Higgs oscillator. This operator structure has emerged from a relation
between the Higgs oscillator Schroedinger equation and the Klein-Gordon
equation in Anti-de Sitter spacetime. From such a point-of-view, the
construction of the hidden symmetry generators reduces to manipulations within
the abstract conformal algebra so(d,2).
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:29:27 GMT""},{""version"":""v2"",""created"":""Sun, 20 Nov 2016 02:54:44 GMT""}]","2016-12-16"
"1604.00522","Simone Moretti","Simone Moretti, Victor Raposo and Eduardo Martinez","Influence of Joule heating on current-induced domain wall depinning",,"J. Appl. Phys. 119, 213902 (2016)","10.1063/1.4953008",,"cond-mat.mes-hall cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The domain wall depinning from a notch in a Permalloy nanostrip on top of a
${\rm SiO_2/Si}$ substrate is studied theoretically under application of static
magnetic fields and the injection of short current pulses. The influence of
Joule heating on current-induced domain wall depinning is explored
self-consistently by coupling the magnetization dynamics in the ferromagnetic
strip to the heat transport throughout the system. Our results indicate that
Joule heating plays a remarkable role in these processes, resulting in a
reduction in the critical depinning field and/or in a temporary destruction of
the ferromagnetic order for typically injected current pulses. In agreement
with experimental observations, similar pinning-depinning phase diagrams can be
deduced for both current polarities when the Joule heating is taken into
account. These observations, which are incompatible with the sole contribution
of spin transfer torques, provide a deeper understanding of the physics
underlying these processes and establish the real scope of the spin transfer
torque. They are also relevant for technological applications based on
current-induced domain-wall motion along soft strips.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:33:05 GMT""},{""version"":""v2"",""created"":""Thu, 14 Jul 2016 09:38:29 GMT""}]","2016-07-15"
"1604.00523","Huei-Ru Chen","Huei-Ru Vivien Chen, Eric Keto, Qizhou Zhang, T. K. Sridharan,
  Sheng-Yuan Liu, and Yu-Nung Su","A Hot and Massive Accretion Disk around the High-Mass Protostar IRAS
  20126+4104","24 pages, 6 figures, 3 tables, accepted for publication in ApJ",,"10.3847/0004-637X/823/2/125",,"astro-ph.GA astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present new spectral line observations of the CH3CN molecule in the
accretion disk around the massive protostar IRAS 20126+4104 with the
Submillimeter Array that for the first time measure the disk density,
temperature, and rotational velocity with sufficient resolution (0.37"",
equivalent to ~600 AU) to assess the gravitational stability of the disk
through the Toomre-Q parameter. Our observations resolve the central 2000 AU
region that shows steeper velocity gradients with increasing upper state
energy, indicating an increase in the rotational velocity of the hotter gas
nearer the star. Such spin-up motions are characteristics of an accretion flow
in a rotationally supported disk. We compare the observed data with synthetic
image cubes produced by three-dimensional radiative transfer models describing
a thin flared disk in Keplerian motion enveloped within the centrifugal radius
of an angular-momentum-conserving accretion flow. Given a luminosity of
1.3x10^4 Lsun, the optimized model gives a disk mass of 1.5 Msun and a radius
of 858 AU rotating about a 12.0 Msun protostar with a disk mass accretion rate
of 3.9x10^{-5} Msun/yr. Our study finds that, in contrast to some theoretical
expectations, the disk is hot and stable to fragmentation with Q > 2.8 at all
radii which permits a smooth accretion flow. These results put forward the
first constraints on gravitational instabilities in massive protostellar disks,
which are closely connected to the formation of companion stars and planetary
systems by fragmentation.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:35:45 GMT""}]","2016-06-08"
"1604.00524","Henning Krause","Dave Benson, Srikanth B. Iyengar, Henning Krause, Julia Pevtsova","Colocalising subcategories of modules over finite group schemes","17 pages, final version to appear in Annals of K-Theory. The duality
  statement in Theorem 3.1 of v1 has been removed since it is incorrect, and
  some subsequent arguments were modified","Ann. K-Th. 2 (2017) 387-408","10.2140/akt.2017.2.387",,"math.RT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The Hom closed colocalising subcategories of the stable module category of a
finite group scheme are classified. This complements the classification of the
tensor closed localising subcategories in our previous work. Both
classifications involve pi-points in the sense of Friedlander and Pevtsova. We
identify for each pi-point an endofinite module which both generates the
corresponding minimal localising subcategory and cogenerates the corresponding
minimal colocalising subcategory.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:38:15 GMT""},{""version"":""v2"",""created"":""Tue, 1 Nov 2016 16:39:53 GMT""}]","2017-06-14"
"1604.00525","Michael Mania","Michael Mania and Revaz Tevzadze","On regularity of primal and dual dynamic value functions related to
  investment problem",,,,,"q-fin.MF math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study regularity properties of the dynamic value functions of primal and
dual problems of optimal investing for utility functions defined on the whole
real line. Relations between decomposition terms of value processes of primal
and dual problems and between optimal solutions of basic and conditional
utility maximization problems are established. These properties are used to
show that the value function satisfies a corresponding backward stochastic
partial differential equation.
  In the case of complete markets we give conditions on the utility function
when this equation admits a solution.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:47:10 GMT""}]","2016-04-05"
"1604.00526","Damek Davis","Damek Davis","The Asynchronous PALM Algorithm for Nonsmooth Nonconvex Problems",,,,,"math.OC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We introduce the Asynchronous PALM algorithm, a new extension of the Proximal
Alternating Linearized Minimization (PALM) algorithm for solving nonsmooth,
nonconvex optimization problems. Like the PALM algorithm, each step of the
Asynchronous PALM algorithm updates a single block of coordinates; but unlike
the PALM algorithm, the Asynchronous PALM algorithm eliminates the need for
sequential updates that occur one after the other. Instead, our new algorithm
allows each of the coordinate blocks to be updated asynchronously and in any
order, which means that any number of computing cores can compute updates in
parallel without synchronizing their computations. In practice, this
asynchronization strategy often leads to speedups that increase linearly with
the number of computing cores.
  We introduce two variants of the Asynchronous PALM algorithm, one stochastic
and one deterministic. In the stochastic \textit{and} deterministic cases, we
show that cluster points of the algorithm are stationary points. In the
deterministic case, we show that the algorithm converges globally whenever the
Kurdyka-{\L}ojasiewicz property holds for a function closely related to the
objective function, and we derive its convergence rate in a common special
case. Finally, we provide a concrete case in which our assumptions hold.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:58:23 GMT""}]","2016-04-05"
"1604.00527","Afonso Henrique Sampaio Oliveira","Afonso Sampaio and Sebasti\'an Urrutia and Johan Oppen","A Decomposition Approach to Solve The Quay Crane Scheduling Problem","24 pages, 4 figures, 4 tables. Work presented at EURO 2015",,,,"math.OC cs.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this work we propose a decomposition approach to solve the quay crane
scheduling problem. This is an important maritime transportation problem faced
in container terminals where quay cranes are used to handle cargo. The
objective is to determine a sequence of loading and unloading operations for
each crane in order to minimize the completion time. We solve a mixed integer
programming formulation for the quay crane scheduling problem, decomposing it
into a vehicle routing problem and a corresponding scheduling problem. The
routing sub-problem is solved by minimizing the longest crane completion time
without taking crane interference into account. This solution provides a lower
bound for the makespan of the whole problem and is sent to the scheduling
sub-problem, where a completion time for each task and the makespan are
determined. This scheme resembles Benders' decomposition and, in particular,
the scheme underlying combinatorial Benders' cuts. We evaluate the proposed
approach by solving instances from the literature and comparing the results
with other available methods.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:58:38 GMT""}]","2016-04-05"
"1604.00528","Ines Kath","Anna Fino and Ines Kath","Holonomy groups of $G_2^*$-manifolds",,,,,"math.DG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We classify the holonomy algebras of manifolds admitting an indecomposable
torsion free $G_2^*$-structure, i.e. for which the holonomy representation does
not leave invariant any proper non-degenerate subspace. We realize some of
these Lie algebras as holonomy algebras of left-invariant metrics on Lie
groups.
","[{""version"":""v1"",""created"":""Sat, 2 Apr 2016 16:59:41 GMT""}]","2016-04-05"
